model,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_strategy,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_colsample_bytree,param_learning_rate,param_reg_alpha,param_reg_lambda,param_subsample,param_depth,param_iterations,param_l2_leaf_reg
CatBoostClassifier,0.15504722595214843,0.021524782276344252,0.0058101177215576175,0.0014709942421767231,,"{'depth': 6, 'iterations': 200, 'l2_leaf_reg': 1, 'learning_rate': 0.1, 'subsample': 0.8}",0.6444905645874168,0.5833333333333334,0.6684350132625995,0.5814290239377348,0.5958678773522832,0.6147111624946735,0.03527152742679173,42,1.0,1.0,0.998144216140304,1.0,1.0,0.9996288432280608,0.0007423135438783923,,,,,,,0.1,,,0.8,6.0,200.0,1.0
CatBoostClassifier,0.13981881141662597,0.013090325878271233,0.004931402206420898,0.0010599272679723357,,"{'depth': 6, 'iterations': 200, 'l2_leaf_reg': 1, 'learning_rate': 0.1, 'subsample': 1.0}",0.6016343207354443,0.6212121212121212,0.6489311905133406,0.5707417582417582,0.5521779181471246,0.5989394617699577,0.034595545992155675,79,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,0.1,,,1.0,6.0,200.0,1.0
CatBoostClassifier,0.14368829727172852,0.014638604136732927,0.005207157135009766,0.002361624796920912,,"{'depth': 6, 'iterations': 200, 'l2_leaf_reg': 3, 'learning_rate': 0.01, 'subsample': 0.8}",0.4801414015387815,0.5890282278897186,0.5061343314618424,0.5238095238095238,0.5291081012011244,0.5256443171801981,0.03601121846838701,130,0.5919470490899063,0.6300690367861295,0.5919470490899063,0.6312292358803987,0.6568070781447493,0.6203998897982179,0.025121221276388637,,,,,,,0.01,,,0.8,6.0,200.0,3.0
CatBoostClassifier,0.125471830368042,0.015294711242969107,0.004893732070922851,0.0014379072568759658,,"{'depth': 6, 'iterations': 200, 'l2_leaf_reg': 3, 'learning_rate': 0.01, 'subsample': 1.0}",0.4801414015387815,0.5890282278897186,0.5061343314618424,0.5238095238095238,0.5291081012011244,0.5256443171801981,0.03601121846838701,130,0.5919470490899063,0.6436102742983986,0.6161271541686074,0.6076649825634787,0.6695998854612937,0.6257898691163369,0.02758296725537215,,,,,,,0.01,,,1.0,6.0,200.0,3.0
CatBoostClassifier,0.14632277488708495,0.020139806465713454,0.004291009902954101,0.0018450091975219473,,"{'depth': 6, 'iterations': 200, 'l2_leaf_reg': 3, 'learning_rate': 0.05, 'subsample': 0.8}",0.6336778741435982,0.6220633299284984,0.6782496782496782,0.6000000000000001,0.5740228977497039,0.6216027560142958,0.03488672063923565,20,0.905698768871259,0.9376551374268476,0.9104317964307831,0.9215518524029163,0.9220263304770346,0.9194727771217682,0.01107162183391811,,,,,,,0.05,,,0.8,6.0,200.0,3.0
CatBoostClassifier,0.1379056453704834,0.0181621626027287,0.004781007766723633,0.0011779678743720579,,"{'depth': 6, 'iterations': 200, 'l2_leaf_reg': 3, 'learning_rate': 0.05, 'subsample': 1.0}",0.6489311905133406,0.6489311905133406,0.6306614326115403,0.5707417582417582,0.592014487754398,0.6182560119268755,0.031565961157978266,33,0.9080726116780994,0.9526727200947493,0.9127764842840512,0.9145977593874908,0.9151207252416471,0.9206480601372075,0.016203950295934407,,,,,,,0.05,,,1.0,6.0,200.0,3.0
CatBoostClassifier,0.13878092765808106,0.017038326835376736,0.004301118850708008,0.000961337668428412,,"{'depth': 6, 'iterations': 200, 'l2_leaf_reg': 3, 'learning_rate': 0.1, 'subsample': 0.8}",0.6172373875051346,0.6501693916629843,0.6220633299284984,0.5884513106242877,0.5740228977497039,0.6103888634941217,0.02671862855571523,56,0.9944044167206558,0.9925202156334232,0.9925202156334232,0.9962601078167116,0.9962797619047619,0.9943969435417952,0.0016769410982963155,,,,,,,0.1,,,0.8,6.0,200.0,3.0
CatBoostClassifier,0.15663499832153321,0.028886144875460238,0.004006767272949218,0.0016126990568114158,,"{'depth': 6, 'iterations': 200, 'l2_leaf_reg': 3, 'learning_rate': 0.1, 'subsample': 1.0}",0.6545800814070727,0.5978120978120978,0.6444905645874168,0.5884513106242877,0.5998214285714285,0.6170310966004606,0.02700479733926656,36,0.9944044167206558,0.996279052443385,0.996279052443385,0.9886643871885259,0.9944054796462025,0.9940064776884308,0.0027994528386296605,,,,,,,0.1,,,1.0,6.0,200.0,3.0
CatBoostClassifier,0.14585633277893068,0.027633631731870636,0.004098033905029297,0.0005253540833884292,,"{'depth': 6, 'iterations': 200, 'l2_leaf_reg': 5, 'learning_rate': 0.01, 'subsample': 0.8}",0.4801414015387815,0.5814290239377348,0.4819065837717201,0.5038420436619001,0.5059523809523809,0.5106542867725035,0.03697308369193562,137,0.5869625137816978,0.6243336730153718,0.5919470490899063,0.597904026475455,0.6346656619972372,0.6071625848719335,0.018849625058105834,,,,,,,0.01,,,0.8,6.0,200.0,5.0
CatBoostClassifier,0.13630232810974122,0.022046916063383763,0.003459930419921875,0.0010925568158097728,,"{'depth': 6, 'iterations': 200, 'l2_leaf_reg': 5, 'learning_rate': 0.01, 'subsample': 1.0}",0.4801414015387815,0.5690480750814021,0.45652173913043476,0.5015948963317384,0.5059523809523809,0.5026516986069475,0.03756375055644376,138,0.5869625137816978,0.6300690367861295,0.5869625137816978,0.5929485643066008,0.6346656619972372,0.6063216581306726,0.021427613616405286,,,,,,,0.01,,,1.0,6.0,200.0,5.0
CatBoostClassifier,0.14804611206054688,0.036945922196818186,0.005355072021484375,0.0008162342061789248,,"{'depth': 6, 'iterations': 200, 'l2_leaf_reg': 5, 'learning_rate': 0.05, 'subsample': 0.8}",0.6179214929214929,0.6424923391215527,0.6728715545987928,0.6000000000000001,0.5958678773522832,0.6258306527988242,0.028698444486451567,10,0.860264519838988,0.9104317964307831,0.8760073599059326,0.8829073260518502,0.8861779189457928,0.8831577842346693,0.01629899264997685,,,,,,,0.05,,,0.8,6.0,200.0,5.0
CatBoostClassifier,0.1392821788787842,0.01729181656447929,0.004648780822753907,0.0006030103629741224,,"{'depth': 6, 'iterations': 200, 'l2_leaf_reg': 5, 'learning_rate': 0.05, 'subsample': 1.0}",0.6534790701358362,0.6179214929214929,0.6263079222720478,0.6055472512871616,0.5775892857142857,0.6161690044661648,0.024896289723191512,38,0.860264519838988,0.9151068341081544,0.8886574074074074,0.8904560514812911,0.8960699597642272,0.8901109545200138,0.017625806615161627,,,,,,,0.05,,,1.0,6.0,200.0,5.0
CatBoostClassifier,0.12407565116882324,0.012933616074412355,0.006410646438598633,0.0011897971687990817,,"{'depth': 6, 'iterations': 200, 'l2_leaf_reg': 5, 'learning_rate': 0.1, 'subsample': 0.8}",0.6317572543820886,0.5940754821591224,0.6637072908259349,0.5922046703296703,0.592014487754398,0.6147518370902428,0.02877045048213279,41,0.9770906589206543,0.9868092691622103,0.9887227381507849,0.978944282536343,0.9868117375535773,0.983675737264714,0.004709047856040689,,,,,,,0.1,,,0.8,6.0,200.0,5.0
CatBoostClassifier,0.1532280445098877,0.020529434080707596,0.004274606704711914,0.0006530123757738452,,"{'depth': 6, 'iterations': 200, 'l2_leaf_reg': 5, 'learning_rate': 0.1, 'subsample': 1.0}",0.6919227753090108,0.6401515151515151,0.6263079222720478,0.5922046703296703,0.5775892857142857,0.6256352337553059,0.04007799594481865,11,0.9770906589206543,0.9887227381507849,0.9770906589206543,0.9769691846614923,0.9887248564298385,0.9817196194166847,0.005719059337431751,,,,,,,0.1,,,1.0,6.0,200.0,5.0
CatBoostClassifier,0.21034059524536133,0.02319773251166436,0.00452880859375,0.000845793065084709,,"{'depth': 6, 'iterations': 300, 'l2_leaf_reg': 1, 'learning_rate': 0.01, 'subsample': 0.8}",0.5814290239377348,0.5707417582417582,0.5292860414228283,0.5238095238095238,0.5236203090507726,0.5457773312925236,0.02505891714807397,112,0.702013422818792,0.7358913349811731,0.6860805305131761,0.7073346116970278,0.7395301327885597,0.7141700065597458,0.020486463464853027,,,,,,,0.01,,,0.8,6.0,300.0,1.0
